,date,nums,increment,ratio
0,2018,237,-960,-0.802005012531
1,2017,1197,451,0.604557640751
2,2016,746,-305,-0.290199809705
3,2015,1051,383,0.573353293413
4,2014,668,71,0.118927973199
5,2013,597,-229,-0.277239709443
6,2012,826,540,1.88811188811
7,2011,286,-264,-0.48
8,2010,550,116,0.267281105991
9,2009,434,161,0.589743589744
10,2008,273,-83,-0.233146067416
11,2007,356,129,0.568281938326
12,2006,227,168,2.84745762712
13,2005,59,0,0.0
