,date,nums,increment,ratio
0,2018-02,1,-1,-0.5
1,2018-01,2,1,1.0
2,2017-11,1,0,0.0
3,2017-07,1,-1,-0.5
4,2017-05,2,1,1.0
5,2017-03,1,0,0.0
6,2017-02,1,-27,-0.964285714286
7,2017-01,28,25,8.33333333333
8,2016-11,3,1,0.5
9,2016-10,2,0,0.0
10,2016-07,2,-1,-0.333333333333
11,2015-10,3,-3,-0.5
12,2014-05,6,5,5.0
13,2013-03,1,0,0.0
